,amount,meal,name,notes,unit
997,2,Slow Cooker Beef and Broccoli,corn flour,(corn starch),tbsp
998,1,Slow Cooker Beef and Broccoli,water,(see note 2),cup
999,2,Slow Cooker Beef and Broccoli,oil,,tbsp
1000,2,Slow Cooker Beef and Broccoli,finely sliced fresh ginger,(note 1),tbsp
1001,3,Slow Cooker Beef and Broccoli,soy sauce,(normal dark soy sauce),tbsp
1002,2,Slow Cooker Beef and Broccoli,oyster sauce,,tbsp
1003,4,Slow Cooker Beef and Broccoli,Chinese cooking wine (rice wine) or dry sherry,(note 5),tsp
1004,1,Slow Cooker Beef and Broccoli,sesame oil,(optional),tsp
1005,1,Slow Cooker Beef and Broccoli,sugar,,tsp
1006,4,Slow Cooker Beef and Broccoli,dashes white pepper,,
1007,3,"One Pot Chinese Chicken ""Fried Rice""",chicken thigh fillets,"(about 400g/13 oz), cut into 2 or 3 pieces",
1008,2,"One Pot Chinese Chicken ""Fried Rice""",soy sauce,,tbsp
1009,2 1/2,"One Pot Chinese Chicken ""Fried Rice""",Chinese cooking wine,(or dry sherry),tbsp
1010,1/4,"One Pot Chinese Chicken ""Fried Rice""",sesame oil,(optional),tsp
1011,1,"One Pot Chinese Chicken ""Fried Rice""",garlic clove,minced,
1012,1,"One Pot Chinese Chicken ""Fried Rice""",uncooked rice,preferably long grain or medium grain (see notes for substitutes),cup
1013,1,"One Pot Chinese Chicken ""Fried Rice""",carrot,diced,
1014,1,"One Pot Chinese Chicken ""Fried Rice""",small brown onion,diced,
1015,1,"One Pot Chinese Chicken ""Fried Rice""",garlic clove,minced,
1016,2,"One Pot Chinese Chicken ""Fried Rice""",ginger,finely chopped or julienned,tsp
1017,1,"One Pot Chinese Chicken ""Fried Rice""",birds eye chilli,finely chopped,
1018,1/2,"One Pot Chinese Chicken ""Fried Rice""",frozen peas,,cup
1019,1/2,"One Pot Chinese Chicken ""Fried Rice""",frozen or canned corn,,cup
1020,1 - 2,"One Pot Chinese Chicken ""Fried Rice""",peanut oil,,tbsp
1021,1 3/4,"One Pot Chinese Chicken ""Fried Rice""",chicken or vegetable stock,,cups
1022,2,"One Pot Chinese Chicken ""Fried Rice""",shallots/scallions,finely sliced on the diagonal,
1023,,"One Pot Chinese Chicken ""Fried Rice""",Coriander / cilantro leaves,,
1024,1,Foolproof Poached Chicken Chinese Noodle Soup,chicken breast,(up to 300g/10 oz),
1025,3,Foolproof Poached Chicken Chinese Noodle Soup,bok choys,(or 4 small ones),
1026,1,Foolproof Poached Chicken Chinese Noodle Soup,bean sprouts,,cup
1027,5 oz / 150 g ,Foolproof Poached Chicken Chinese Noodle Soup,fresh egg noodles,,
1028,2 cups / 16 oz / 500 mls ,Foolproof Poached Chicken Chinese Noodle Soup,chicken stock,,
1029,1,Foolproof Poached Chicken Chinese Noodle Soup,water,,cup
1030,1 1/2,Foolproof Poached Chicken Chinese Noodle Soup,soy sauce,,tbsp
1031,2,Foolproof Poached Chicken Chinese Noodle Soup,sugar,,tsp
1032,1 1/2,Foolproof Poached Chicken Chinese Noodle Soup,chinese cooking wine,(or sub with 2 tsp sherry or sake (rice wine)),tbsp
1033,2,Foolproof Poached Chicken Chinese Noodle Soup,ginger,minced,tsp
1034,2,Foolproof Poached Chicken Chinese Noodle Soup,garlic cloves,minced,
1035,1,Foolproof Poached Chicken Chinese Noodle Soup,star anise,,
1036,1,Foolproof Poached Chicken Chinese Noodle Soup,scallion/shallot,"light green and green part only, sliced",
1037,,Foolproof Poached Chicken Chinese Noodle Soup,Fried Asian shallots,,
1038,100g/3.5oz,Chinese Stir Fry Noodles - Build Your Own,fresh noodles,(Note 1),
1039,75g / 2.5oz,Chinese Stir Fry Noodles - Build Your Own,dried noodles,prepared per packet (Note 2),
1040,2,Chinese Stir Fry Noodles - Build Your Own,oil,,tbsp
1041,1/2 cup (3 oz / 75g) ,Chinese Stir Fry Noodles - Build Your Own,proteins,,
1042,2,Chinese Stir Fry Noodles - Build Your Own,vegetables,chopped packed cups),cups
1043,2,Chinese Stir Fry Noodles - Build Your Own,Real All Purpose Chinese Stir Fry Sauce,(click through for recipe),tbsp
1044,1/4 cup (65ml),Chinese Stir Fry Noodles - Build Your Own,water,(4 tbsp),
1045,,Chinese Stir Fry Noodles - Build Your Own,Base Flavouring - your choice,(see below),
1046,,Chinese Stir Fry Noodles - Build Your Own,Extra Flavourings,(optional) - your choice (see below),
1047,1/4 cup,Real Chinese All Purpose Stir Fry Sauce (Charlie!),light soy sauce,(Note 1),
1048,1/4 cup,Real Chinese All Purpose Stir Fry Sauce (Charlie!),all purpose soy sauce,"(I use Kikkoman all purpose, or use more light soy sauce) (Note 1)",
1049,1/2 cup,Real Chinese All Purpose Stir Fry Sauce (Charlie!),oyster sauce,,
1050,1/4 cup,Real Chinese All Purpose Stir Fry Sauce (Charlie!),Chinese wine,(or dry sherry) (Note 5),
1051,1/4 cup,Real Chinese All Purpose Stir Fry Sauce (Charlie!),cornstarch / cornflour,,
1052,1,Real Chinese All Purpose Stir Fry Sauce (Charlie!),sugar,,tbsp
1053,2,Real Chinese All Purpose Stir Fry Sauce (Charlie!),sesame oil,toasted,tbsp
1054,1 - 2,Real Chinese All Purpose Stir Fry Sauce (Charlie!),ground white pepper,"(I sometimes use 1 tbsp, I like the spiciness!)",tsp
1055,2 1/2,Chinese Scallion Pancakes (Shallot Pancakes),plain flour,,cups
1056,1,Chinese Scallion Pancakes (Shallot Pancakes),salt,,tsp
1057,1,Chinese Scallion Pancakes (Shallot Pancakes),water,,cup
1058,2,Chinese Scallion Pancakes (Shallot Pancakes),"chopped shallots (aka green onions, shallots)",(half a large bunch),cups
1059,,Chinese Scallion Pancakes (Shallot Pancakes),Oil spray,"(any is fine, except olive oil)",
1060,4,Chinese Scallion Pancakes (Shallot Pancakes),vegetable or canola oil,,tbsp
1061,,Chinese Scallion Pancakes (Shallot Pancakes),Soy sauce,,
1062,,Chinese Scallion Pancakes (Shallot Pancakes),Black vinegar,(or substitute with white vinegar),
1063,,Chinese Scallion Pancakes (Shallot Pancakes),Chilli paste,(optional),
1064,2 kg / 4 lbs,Sticky Chinese Pork Spare Ribs,meaty pork ribs,cut into single rib pieces,
1065,1,Sticky Chinese Pork Spare Ribs,sesame oil,,tsp
1066,2,Sticky Chinese Pork Spare Ribs,lemon juice,,tbsp
1067,2,Sticky Chinese Pork Spare Ribs,shao xing wine,,tbsp
1068,4,Sticky Chinese Pork Spare Ribs,soy sauce,,tbsp
1069,4,Sticky Chinese Pork Spare Ribs,brown sugar or honey,,tbsp
1070,4,Sticky Chinese Pork Spare Ribs,tomato sauce or ketchup,,tbsp
1071,2,Sticky Chinese Pork Spare Ribs,hoisin sauce,,tbsp
1072,2,Sticky Chinese Pork Spare Ribs,oyster sauce,,tbsp
1073,2,Sticky Chinese Pork Spare Ribs,sambal oelek,,tbsp
1074,6,Sticky Chinese Pork Spare Ribs,garlic,finely chopped,cloves
1075,2,Sticky Chinese Pork Spare Ribs,grated ginger,,tbsp
1076,1,Sticky Chinese Pork Spare Ribs,Chinese five spice powder,,tsp
1077,1,Sticky Chinese Pork Spare Ribs,salt,,tsp
1078,,Sticky Chinese Pork Spare Ribs,Sesame seeds,"coriander, shallots and red chilli to garnish (optional)",
