meal,servings,name,amount,unit,notes
Crispy Shredded Chicken Noodle Stir Fry,2,dried rice stick noodles,5 oz / 150g ,,(see note 1)
Crispy Shredded Chicken Noodle Stir Fry,2,oil,2,tbsp,"(vegetable, canola or peanut oil)"
Crispy Shredded Chicken Noodle Stir Fry,2,garlic cloves,2,,smashed (see note 2)
Crispy Shredded Chicken Noodle Stir Fry,2,Slow Cooker Crispy Chinese Shredded Chicken,1,cup,"(""Shredded Chicken"")"
Crispy Shredded Chicken Noodle Stir Fry,2,Slow Cooker Crispy Chinese Shredded Chicken braising liquid,1/2,cup,(see note 3)
Crispy Shredded Chicken Noodle Stir Fry,2,Sriracha sauce,1,tbsp,(or any hot sauce or chili paste) (optional)
Crispy Shredded Chicken Noodle Stir Fry,2,"Chinese broccoli, leaves separated from stems (cut stems vertically into thin sticks) (about 1 small bunch)",3,cups (tightly packed) ,
Slow Cooker Beef and Broccoli,4,chuck steak or other beef cut suitable for slow cooking,500 g / 16 oz ,,
Slow Cooker Beef and Broccoli,4,broccoli florets,300 g / 16 oz ,,"(about 6 cups, 1 giant broccoli or 2 medium)"
Slow Cooker Beef and Broccoli,4,corn flour,2,tbsp,(corn starch)
Slow Cooker Beef and Broccoli,4,water,1,cup,(see note 2)
Slow Cooker Beef and Broccoli,4,oil,2,tbsp,
Slow Cooker Beef and Broccoli,4,finely sliced fresh ginger,2,tbsp,(note 1)
Slow Cooker Beef and Broccoli,4,soy sauce,3,tbsp,(normal dark soy sauce)
Slow Cooker Beef and Broccoli,4,oyster sauce,2,tbsp,
Slow Cooker Beef and Broccoli,4,Chinese cooking wine (rice wine) or dry sherry,4,tsp,(note 5)
Slow Cooker Beef and Broccoli,4,sesame oil,1,tsp,(optional)
Slow Cooker Beef and Broccoli,4,sugar,1,tsp,
Slow Cooker Beef and Broccoli,4,dashes white pepper,4,,
"One Pot Chinese Chicken ""Fried Rice""",3,chicken thigh fillets,3,,"(about 400g/13 oz), cut into 2 or 3 pieces"
"One Pot Chinese Chicken ""Fried Rice""",3,soy sauce,2,tbsp,
"One Pot Chinese Chicken ""Fried Rice""",3,Chinese cooking wine,2 1/2,tbsp,(or dry sherry)
"One Pot Chinese Chicken ""Fried Rice""",3,sesame oil,1/4,tsp,(optional)
"One Pot Chinese Chicken ""Fried Rice""",3,garlic clove,1,,minced
"One Pot Chinese Chicken ""Fried Rice""",3,uncooked rice,1,cup,preferably long grain or medium grain (see notes for substitutes)
"One Pot Chinese Chicken ""Fried Rice""",3,carrot,1,,diced
"One Pot Chinese Chicken ""Fried Rice""",3,small brown onion,1,,diced
"One Pot Chinese Chicken ""Fried Rice""",3,garlic clove,1,,minced
"One Pot Chinese Chicken ""Fried Rice""",3,ginger,2,tsp,finely chopped or julienned
"One Pot Chinese Chicken ""Fried Rice""",3,birds eye chilli,1,,finely chopped
"One Pot Chinese Chicken ""Fried Rice""",3,frozen peas,1/2,cup,
"One Pot Chinese Chicken ""Fried Rice""",3,frozen or canned corn,1/2,cup,
"One Pot Chinese Chicken ""Fried Rice""",3,peanut oil,1 - 2,tbsp,
"One Pot Chinese Chicken ""Fried Rice""",3,chicken or vegetable stock,1 3/4,cups,
"One Pot Chinese Chicken ""Fried Rice""",3,shallots/scallions,2,,finely sliced on the diagonal
"One Pot Chinese Chicken ""Fried Rice""",3,Coriander / cilantro leaves,,,
Foolproof Poached Chicken Chinese Noodle Soup,2,chicken breast,1,,(up to 300g/10 oz)
Foolproof Poached Chicken Chinese Noodle Soup,2,bok choys,3,,(or 4 small ones)
Foolproof Poached Chicken Chinese Noodle Soup,2,bean sprouts,1,cup,
Foolproof Poached Chicken Chinese Noodle Soup,2,fresh egg noodles,5 oz / 150 g ,,
Foolproof Poached Chicken Chinese Noodle Soup,2,chicken stock,2 cups / 16 oz / 500 mls ,,
Foolproof Poached Chicken Chinese Noodle Soup,2,water,1,cup,
Foolproof Poached Chicken Chinese Noodle Soup,2,soy sauce,1 1/2,tbsp,
Foolproof Poached Chicken Chinese Noodle Soup,2,sugar,2,tsp,
Foolproof Poached Chicken Chinese Noodle Soup,2,chinese cooking wine,1 1/2,tbsp,(or sub with 2 tsp sherry or sake (rice wine))
Foolproof Poached Chicken Chinese Noodle Soup,2,ginger,2,tsp,minced
Foolproof Poached Chicken Chinese Noodle Soup,2,garlic cloves,2,,minced
Foolproof Poached Chicken Chinese Noodle Soup,2,star anise,1,,
Foolproof Poached Chicken Chinese Noodle Soup,2,scallion/shallot,1,,"light green and green part only, sliced"
Foolproof Poached Chicken Chinese Noodle Soup,2,Fried Asian shallots,,,
Chinese Stir Fry Noodles - Build Your Own,1,fresh noodles,100g/3.5oz,,(Note 1)
Chinese Stir Fry Noodles - Build Your Own,1,dried noodles,75g / 2.5oz,,prepared per packet (Note 2)
Chinese Stir Fry Noodles - Build Your Own,1,oil,2,tbsp,
Chinese Stir Fry Noodles - Build Your Own,1,proteins,1/2 cup (3 oz / 75g) ,,
Chinese Stir Fry Noodles - Build Your Own,1,vegetables,2,cups,chopped packed cups)
Chinese Stir Fry Noodles - Build Your Own,1,Real All Purpose Chinese Stir Fry Sauce,2,tbsp,(click through for recipe)
Chinese Stir Fry Noodles - Build Your Own,1,water,1/4 cup (65ml),,(4 tbsp)
Chinese Stir Fry Noodles - Build Your Own,1,Base Flavouring - your choice,,,(see below)
Chinese Stir Fry Noodles - Build Your Own,1,Extra Flavourings,,,(optional) - your choice (see below)
Real Chinese All Purpose Stir Fry Sauce (Charlie!),1,light soy sauce,1/4 cup,,(Note 1)
Real Chinese All Purpose Stir Fry Sauce (Charlie!),1,all purpose soy sauce,1/4 cup,,"(I use Kikkoman all purpose, or use more light soy sauce) (Note 1)"
Real Chinese All Purpose Stir Fry Sauce (Charlie!),1,oyster sauce,1/2 cup,,
Real Chinese All Purpose Stir Fry Sauce (Charlie!),1,Chinese wine,1/4 cup,,(or dry sherry) (Note 5)
Real Chinese All Purpose Stir Fry Sauce (Charlie!),1,cornstarch / cornflour,1/4 cup,,
Real Chinese All Purpose Stir Fry Sauce (Charlie!),1,sugar,1,tbsp,
Real Chinese All Purpose Stir Fry Sauce (Charlie!),1,sesame oil,2,tbsp,toasted
Real Chinese All Purpose Stir Fry Sauce (Charlie!),1,ground white pepper,1 - 2,tsp,"(I sometimes use 1 tbsp, I like the spiciness!)"
Chinese Scallion Pancakes (shallots/green onion),4,plain flour,2 1/2,cups,
Chinese Scallion Pancakes (shallots/green onion),4,salt,1,tsp,
Chinese Scallion Pancakes (shallots/green onion),4,water,1,cup,
Chinese Scallion Pancakes (shallots/green onion),4,"chopped shallots (aka green onions, shallots)",2,cups,(half a large bunch)
Chinese Scallion Pancakes (shallots/green onion),4,Oil spray,,,"(any is fine, except olive oil)"
Chinese Scallion Pancakes (shallots/green onion),4,vegetable or canola oil,4,tbsp,
Chinese Scallion Pancakes (shallots/green onion),4,Soy sauce,,,
Chinese Scallion Pancakes (shallots/green onion),4,Black vinegar,,,(or substitute with white vinegar)
Chinese Scallion Pancakes (shallots/green onion),4,Chilli paste,,,(optional)
Sticky Chinese Pork Spare Ribs,4,meaty pork ribs,2 kg / 4 lbs,,cut into single rib pieces
Sticky Chinese Pork Spare Ribs,4,sesame oil,1,tsp,
Sticky Chinese Pork Spare Ribs,4,lemon juice,2,tbsp,
Sticky Chinese Pork Spare Ribs,4,shao xing wine,2,tbsp,
Sticky Chinese Pork Spare Ribs,4,soy sauce,4,tbsp,
Sticky Chinese Pork Spare Ribs,4,brown sugar or honey,4,tbsp,
Sticky Chinese Pork Spare Ribs,4,tomato sauce or ketchup,4,tbsp,
Sticky Chinese Pork Spare Ribs,4,hoisin sauce,2,tbsp,
Sticky Chinese Pork Spare Ribs,4,oyster sauce,2,tbsp,
Sticky Chinese Pork Spare Ribs,4,sambal oelek,2,tbsp,
Sticky Chinese Pork Spare Ribs,4,garlic,6,cloves,finely chopped
Sticky Chinese Pork Spare Ribs,4,grated ginger,2,tbsp,
Sticky Chinese Pork Spare Ribs,4,Chinese five spice powder,1,tsp,
Sticky Chinese Pork Spare Ribs,4,salt,1,tsp,
Sticky Chinese Pork Spare Ribs,4,Sesame seeds,,,"coriander, shallots and red chilli to garnish (optional)"
